EndNodes_1,EndNodes_2,Weight
SDQL,AVBR,2
ALML,AIML,1
ALML,CEPDL,2
ALML,RMGL,3
ALML,PVCL,11
ALML,RICL,2
ALML,CEPVL,3
ALML,SMBDR,2
ALML,SDQL,2
ALML,ALML,1
ALML,PVCR,4
ALML,AVDR,3
ALML,RIFL,2
ALML,BDUL,15
ALML,AVEL,3
ALML,RICR,3
ALML,RMDDR,1
ALML,hyp,1
BDUR,ADER,4
BDUR,CEPVR,1
BDUR,HSNR,8
BDUR,AVHL,2
BDUR,AVJL,5
BDUR,PVCL,3
BDUR,PVNR,5
BDUR,SDQL,2
BDUR,PVNL,11
BDUR,ALMR,4
BDUR,URADR,3
BDUR,AVAL,7
BDUR,AVBR,1
BDUR,dBWMR6,1
BDUR,exc_gl,2
AVBL,PVPR,3
AVBL,DVA,2
AVBL,PVNR,3
AVBL,AVER,1
AVBL,SDQL,1
AVBL,PVCR,2
AVBL,AVDR,3
AVBL,AVJR,1
AVBL,AVEL,1
AVBL,AS05,2
AVBL,AVAR,14
AVBL,AVL,1
AVBL,VC03,3
AVBL,AVAL,9
AVBL,VA11,1
AVBL,AVBR,6
AVBL,VB02,3
AVBL,VA02,3
AVBL,AS04,1
AVBL,DA05,1
AVBL,DA07,1
AVBL,VA10,1
AVBL,AS10,2
AVBL,hyp,1
SIADR,SMDDR,17
SIADR,CEPDL,1
SIADR,SMBDR,17
SIADR,SDQL,4
SIADR,ALML,1
SIADR,IL1VR,1
SIADR,AVAL,1
SIADR,SIBDR,4
SIADR,dBWML5,8
SIADR,dBWML6,3
SIADR,dBWML7,8
SIADR,dBWML8,12
SIADR,dBWML9,8
SIADR,dBWML10,8
SIADR,dBWML11,8
SIADR,dBWML12,8
SIADR,dBWML13,8
SIADR,dBWML14,8
SIADR,dBWML15,8
SIADR,dBWML16,3
PVR,RIPL,16
PVR,RIPR,19
PVR,CEPVR,2
PVR,ADAR,1
PVR,AVJL,11
PVR,PVCL,4
PVR,SDQR,5
PVR,DVA,2
PVR,AVBL,17
PVR,PVR,1
PVR,AVJR,5
PVR,ALMR,2
PVR,PVM,1
PVR,AVKL,1
PVR,PDER,1
PVR,DA09,2
PVR,IL1DR,5
PVR,IL1VR,9
PVR,IL1VL,9
PVR,URADL,3
PVR,AVBR,17
PVR,SABD,2
PVR,DB02,2
PVR,DA05,1
PVR,DB03,3
PVR,DB04,1
PVR,DB07,2
PVR,VB03,2
PVR,VB07,1
PVR,vBWMR11,1
PVR,hyp,1
PVPL,AVHR,3
PVPL,RIR,1
PVPL,RIGL,3
PVPL,PVCL,3
PVPL,ADAL,1
PVPL,AQR,8
PVPL,AVBL,13
PVPL,PVCR,9
PVPL,AVDR,3
PVPL,PVDL,1
PVPL,AVAR,3
PVPL,AVAL,4
PVPL,AVBR,12
PVPL,vBWML10,2
PVPL,hyp,1
PVCR,AVHL,1
PVCR,PVPR,1
PVCR,PVCL,5
PVCR,AQR,2
PVCR,DVA,3
PVCR,AVER,6
PVCR,AVBL,21
PVCR,PVR,1
PVCR,LUAR,1
PVCR,AVDR,6
PVCR,AVEL,6
PVCR,PDEL,1
PVCR,FLPL,2
PVCR,RID,19
PVCR,PVDR,1
PVCR,VB06,4
PVCR,PVDL,2
PVCR,AVAR,5
PVCR,AVL,1
PVCR,AVDL,16
PVCR,AVAL,10
PVCR,PVWR,1
PVCR,VB04,1
PVCR,AVBR,14
PVCR,SIBVR,10
PVCR,VB11,3
PVCR,DA02,1
PVCR,DB02,4
PVCR,DA04,1
PVCR,DA05,2
PVCR,DB03,6
PVCR,DB04,6
PVCR,DA07,1
PVCR,DB05,3
PVCR,DB07,1
PVCR,VB03,1
PVCR,VB07,1
PVCR,VB08,2
LUAR,PVR,2
LUAR,PVCR,9
LUAR,PQR,7
LUAR,PVNL,1
LUAR,AVDR,14
LUAR,AVJR,4
LUAR,AVAR,31
LUAR,AVDL,5
LUAR,AVAL,13
LUAR,PVWR,2
LUAR,PVWL,3
LUAR,PDB,2
LUAR,hyp,1
PQR,AVHL,1
PQR,PVPR,1
PQR,PVCL,1
PQR,PVCR,1
PQR,LUAR,3
PQR,PVNL,2
PQR,AVDR,20
PQR,AVJR,1
PQR,AVAR,26
PQR,AVG,1
PQR,PHBL,2
PQR,AVDL,15
PQR,AVAL,23
PQR,DA08,1
PQR,DB07,2
PQR,AS11,2
PVNL,PVPR,1
PVNL,AVJL,6
PVNL,PVCL,5
PVNL,PVNR,9
PVNL,BDUR,2
PVNL,PQR,5
PVNL,AVDR,6
PVNL,BDUL,5
PVNL,AVJR,8
PVNL,PVDL,3
PVNL,AVG,2
PVNL,LUAL,3
PVNL,VA12,1
PVNL,PVT,6
PVNL,AVL,1
PVNL,AVDL,7
PVNL,AVAL,6
PVNL,PVWR,1
PVNL,AVBR,2
PVNL,PVWL,4
PVNL,DD01,5
PVNL,VD12,1
PVNL,vBWML11,5
PVNL,vBWML20,1
PVNL,vBWMR11,5
PVNL,vBWMR20,1
PVNL,hyp,3
AVDR,ALA,1
AVDR,AVER,2
AVDR,AVBL,1
AVDR,PVCR,2
AVDR,PQR,3
AVDR,AVJR,1
AVDR,DA01,5
AVDR,DB01,1
AVDR,DA09,1
AVDR,DVC,4
AVDR,AVAR,52
AVDR,LUAL,3
AVDR,AVDL,3
AVDR,AVAL,41
AVDR,VA11,1
AVDR,SABVL,5
AVDR,SABD,1
AVDR,VA02,1
AVDR,SABVR,1
AVDR,DA02,5
AVDR,DA03,3
AVDR,DA04,2
AVDR,DA05,3
AVDR,DA06,1
AVDR,DB04,1
AVDR,DA08,1
AVDR,AS11,3
AVDR,AS10,2
AVDR,VA03,2
AVDR,VA05,3
AVDR,hyp,2
ADEL,ADER,5
ADEL,AVHL,2
ADEL,RIGL,18
ADEL,RIH,3
ADEL,CEPDL,1
ADEL,RIGR,15
ADEL,RMGL,7
ADEL,ADAL,1
ADEL,RIAL,2
ADEL,IL2L,5
ADEL,CEPVL,1
ADEL,URBL,2
ADEL,RMDL,11
ADEL,RMHL,1
ADEL,SMBDR,1
ADEL,SMBVL,2
ADEL,SAADR,1
ADEL,ALML,1
ADEL,SIADR,2
ADEL,ADEL,2
ADEL,RIFL,1
ADEL,BDUL,1
ADEL,AVEL,3
ADEL,FLPL,4
ADEL,OLLL,6
ADEL,IL1L,3
ADEL,AVAR,9
ADEL,RMHR,2
ADEL,RMER,1
ADEL,AVL,1
ADEL,VB01,2
ADEL,AVDL,2
ADEL,AVAL,7
ADEL,RIVR,2
ADEL,RIVL,2
ADEL,SIBDR,2
ADEL,dBWML3,1
ADEL,dBWML5,1
ADEL,vBWML1,4
ADEL,hyp,2
RIFL,AVHR,1
RIFL,ALML,5
RIFL,AVBL,26
RIFL,PVPL,8
RIFL,AVJR,8
RIFL,RIML,7
RIFL,AVBR,1
RIFL,dBWML5,2
BDUL,HSNL,3
BDUL,AVHL,2
BDUL,RMGL,3
BDUL,ADAL,2
BDUL,PVNR,4
BDUL,ALML,1
BDUL,PVNL,2
BDUL,ADEL,6
BDUL,RIFL,2
BDUL,AVJR,2
BDUL,SAADL,3
BDUL,URADL,3
BDUL,dBWML5,3
BDUL,CEPshVL,2
BDUL,hyp,2
AVJR,PVQR,1
AVJR,AVFR,1
AVJR,AVJL,1
AVJR,PVCL,5
AVJR,AVER,3
AVJR,ALML,3
AVJR,AVBL,10
AVJR,PVCR,7
AVJR,AVDR,7
AVJR,AVM,1
AVJR,FLPR,2
AVJR,RID,2
AVJR,AVAR,5
AVJR,AVDL,1
AVJR,AVAL,4
AVJR,SABVL,3
AVJR,AVBR,2
AVEL,RMGL,2
AVEL,PVCL,1
AVEL,ALML,1
AVEL,PVCR,2
AVEL,DA01,11
AVEL,AVAR,3
AVEL,PVT,1
AVEL,AVDL,5
AVEL,AVAL,17
AVEL,SABVL,16
AVEL,SABD,18
AVEL,VA04,1
AVEL,VD02,1
AVEL,SABVR,12
AVEL,AS01,3
AVEL,DA02,5
AVEL,VA01,12
AVEL,DA03,6
AVEL,AS03,2
AVEL,DA04,1
AVEL,DB03,1
AVEL,DB04,1
AVEL,VA03,1
AVEL,VD03,1
ALMR,CEPVR,3
ALMR,URBR,1
ALMR,CEPDR,1
ALMR,SIADL,1
ALMR,BDUR,14
ALMR,PVCR,10
ALMR,RMDDL,1
ALMR,SMDDL,1
PVM,PVCL,1
PVM,DVA,3
PVM,PVR,3
PVM,PVCR,2
PVM,PVM,6
PVM,AVM,2
PVM,AVKL,15
PVM,PDEL,10
PVM,PDER,7
PVM,vBWMR10,2
PVM,hyp,7
AVM,ADER,4
AVM,AVHL,3
AVM,PVCL,10
AVM,PVNR,3
AVM,SIBVL,4
AVM,BDUR,5
AVM,AVBL,13
AVM,PVR,6
AVM,PVCR,17
AVM,PVNL,4
AVM,AVDR,1
AVM,BDUL,3
AVM,AVJR,1
AVM,AVKL,1
AVM,RID,2
AVM,DA01,2
AVM,AVDL,1
AVM,AVBR,9
AVM,VA02,1
AVM,VB03,1
AVM,hyp,1
AVKL,RMFL,2
AVKL,DVA,1
AVKL,AVER,2
AVKL,RMDL,1
AVKL,SAADR,3
AVKL,SIAVR,2
AVKL,AVBL,2
AVKL,AVEL,4
AVKL,AVM,2
AVKL,PDEL,2
AVKL,PDER,1
AVKL,SAADL,1
AVKL,RIMR,2
AVKL,VB01,3
AVKL,RIML,3
AVKL,RIVL,5
AVKL,SIBDR,2
AVKL,vBWMR6,2
AVKL,vBWML11,3
AVKL,vBWMR11,3
AVKL,hyp,8
PDEL,DVA,7
PDEL,PVR,2
PDEL,PVM,3
PDEL,AVKL,5
PDEL,PDER,4
PDEL,hyp,2
PDER,PVCL,1
PDER,DVA,1
PDER,PVCR,1
PDER,PVM,1
PDER,AVKL,16
PDER,VB02,1
PDER,hyp,1
AVKR,PVQL,1
AVKR,SMDDR,3
AVKR,RIGL,1
AVKR,RMGL,2
AVKR,RMFL,2
AVKR,RMDL,1
AVKR,SMBDL,3
AVKR,SIADL,3
AVKR,SMDVR,1
AVKR,PVPL,1
AVKR,BDUL,3
AVKR,PVM,2
AVKR,AVKL,3
AVKR,RMHR,1
AVKR,SAADL,2
AVKR,RMDR,2
AVKR,RIMR,3
AVKR,RIML,5
AVKR,vBWML9,2
AVKR,vBWML11,1
AVKR,vBWMR9,1
AVKR,vBWMR22,3
AVKR,hyp,2
FLPL,ADER,3
FLPL,AIBR,3
FLPL,AIBL,3
FLPL,DVA,1
FLPL,AVBL,22
FLPL,PVCR,6
FLPL,AVDR,34
FLPL,ADEL,22
FLPL,FLPR,2
FLPL,AVAR,48
FLPL,RIS,1
FLPL,AVDL,30
FLPL,AVAL,33
FLPL,AVBR,22
FLPL,DD01,6
FLPL,VA01,5
FLPL,hyp,4
FLPR,ADER,6
FLPR,ADAR,1
FLPR,AVJL,2
FLPR,PVCL,2
FLPR,ADAL,1
FLPR,DVA,6
FLPR,AVER,7
FLPR,AVBL,30
FLPR,AVDR,8
FLPR,AVJR,2
FLPR,AVEL,21
FLPR,FLPL,14
FLPR,AVAR,10
FLPR,VB01,1
FLPR,AVDL,25
FLPR,AVAL,23
FLPR,AVBR,11
FLPR,hyp,3
RID,FLPL,1
RID,DB01,1
RID,RMED,5
RID,VD13,2
RID,VD05,1
RID,DA02,1
RID,DD01,3
RID,DD02,2
RID,DA06,2
RID,DD03,2
RID,AS11,1
RID,dBWML13,1
RID,dBWML14,1
RID,dBWMR10,1
RID,hyp,2
DA01,FLPR,2
DA01,DB01,1
DA01,VD02,4
DA01,AS01,13
DA01,DD01,12
DA01,VD01,13
DA01,dBWML6,9
DA01,dBWML7,8
DA01,dBWMR6,8
DA01,dBWMR7,9
DA01,dBWML8,3
DB01,FLPR,1
DB01,RID,1
DB01,DA01,16
DB01,VD02,24
DB01,AS02,4
DB01,AS01,28
DB01,DA02,2
DB01,DD01,31
DB01,VD01,18
DB01,VD03,2
DB01,dBWML6,3
DB01,dBWML8,3
DB01,dBWML9,6
DB01,dBWMR8,6
DB01,dBWMR9,2
DB01,hyp,1
PLML,DVA,9
PLML,AVDR,5
PLML,PDEL,16
PLML,PDER,19
PLML,AVAR,5
PLML,AVAL,4
PLML,VA09,6
PLML,hyp,10
PLMR,DVA,19
PLMR,AVDR,5
PLMR,PDEL,18
PLMR,PDER,10
PLMR,AVAR,5
PLMR,AVDL,8
PLMR,AVAL,3
PVDR,PVCL,29
PVDR,DVA,5
PVDR,PVR,4
PVDR,PVCR,29
PVDR,VB06,4
PVDR,PVDL,2
PVDR,AVAR,30
PVDR,VA12,3
PVDR,AVDL,1
PVDR,AVAL,9
PVDR,VA09,2
PVDR,VB05,2
PVDR,hyp,6
PHAL,PVQL,3
PHAL,AVHR,1
PHAL,AVHL,4
PHAL,DVA,2
PHAL,AVDR,2
PHAL,PHAR,13
PHAL,AVFL,4
PHAL,AVG,11
PHAL,PHBL,7
PHAL,PHBR,10
PHAL,DA08,3
PHAR,PVQL,4
PHAR,PVQR,1
PHAR,AVHR,1
PHAR,DVA,6
PHAR,PVPL,3
PHAR,AVDR,2
PHAR,PHAL,11
PHAR,AVG,9
PHAR,PHBL,3
PHAR,PHBR,8
PHAR,PVT,2
PHAR,DA08,2
PHCL,PVQR,2
PHCL,AVHR,1
PHCL,PVCL,7
PHCL,DVA,12
PHCL,PHAR,1
PHCL,PHCR,2
PHCL,DA09,1
PHCL,LUAL,2
PHCL,VA12,6
PHCL,AVAL,5
PHCR,PVQR,4
PHCR,AVHR,2
PHCR,DVA,22
PHCR,PVCR,25
PHCR,LUAR,6
PHCR,PHAR,2
PHCR,PHCL,4
PHCR,DA09,23
PHCR,VA12,8
DA09,DVA,1
DA09,VA12,1
DA09,VA11,1
DA09,VD11,11
DA09,VD13,4
DA09,DA08,1
DA09,DB07,2
DA09,AS11,1
DA09,DD06,4
DA09,VD12,11
DA09,VD09,5
DA09,VD10,5
DA09,dBWML19,3
DA09,dBWML20,3
DA09,dBWML21,3
DA09,dBWML22,6
DA09,dBWML23,3
DA09,dBWML24,4
DA09,dBWMR19,3
DA09,dBWMR20,3
DA09,dBWMR21,3
DA09,dBWMR22,3
DA09,dBWMR23,3
DA09,dBWMR24,4
DA09,hyp,2
VB06,DVA,1
VB06,PVNR,1
VB06,VD06,1
VB06,VA07,3
VB06,VA08,2
VB06,DD04,32
VB06,VB07,1
VB06,VD07,22
VB06,vBWML15,4
VB06,vBWML16,3
VB06,vBWML17,1
VB06,vBWMR14,6
VB06,vBWMR15,12
VB06,vBWMR16,4
VB06,vBWMR17,1
VB06,vm1AR,1
PVDL,PVCL,13
PVDL,PVPL,1
PVDL,PVCR,36
PVDL,AVDR,1
PVDL,PVDR,10
PVDL,AVAR,29
PVDL,AVFL,1
PVDL,AVG,8
PVDL,AVDL,1
PVDL,AVAL,13
PVDL,DD05,3
PVDL,VD10,3
PVDL,hyp,7
AS05,PVDL,1
AS05,AS05,3
AS05,VD05,12
AS05,DA04,1
AS05,DD03,1
AS05,dBWML11,2
AS05,dBWML12,8
AS05,dBWMR12,2
DVC,RIGL,16
DVC,RIGR,13
DVC,AIBR,3
DVC,AIBL,3
DVC,RIBR,6
DVC,RMFL,14
DVC,RIBL,2
DVC,AVBL,1
DVC,AVKL,2
DVC,PVDR,1
DVC,AVAR,16
DVC,URAVL,1
DVC,PVT,1
DVC,RMFR,9
DVC,AVAL,14
DVC,RIVR,2
DVC,VD09,2
DVC,vBWMR20,2
DVC,CEPshVR,2
OLLL,SMDDR,9
OLLL,CEPDL,5
OLLL,RIBL,24
OLLL,CEPVL,14
OLLL,URYVL,1
OLLL,AVER,53
OLLL,RMDL,6
OLLL,SMDVR,10
OLLL,ADEL,5
OLLL,OLLL,4
OLLL,RMDVL,3
OLLL,RMDDL,22
OLLL,URYDL,2
OLLL,SMDDL,8
OLLL,IL1VL,3
OLLL,RMEL,5
IL1L,RMGL,1
IL1L,IL2L,1
IL1L,URBL,1
IL1L,AVER,5
IL1L,ADEL,3
IL1L,OLLL,1
IL1L,RMDVL,22
IL1L,RMDVR,5
IL1L,URAVL,4
IL1L,RMDDL,20
IL1L,RMDR,9
IL1L,RMER,4
IL1L,dBWML3,16
IL1L,dBWML4,15
IL1L,dBWML5,7
IL1L,vBWML1,20
IL1L,vBWML2,6
IL1L,vBWML4,4
OLLR,ADER,2
OLLR,SMDDR,1
OLLR,CEPVR,16
OLLR,RIBR,21
OLLR,IL2R,1
OLLR,CEPDR,4
OLLR,RMDL,9
OLLR,SMDVL,11
OLLR,SMDVR,4
OLLR,AVEL,39
OLLR,OLLR,4
OLLR,IL1DR,1
OLLR,IL1VR,2
OLLR,RIS,2
OLLR,RMDVR,6
OLLR,SMDDL,3
OLLR,RMDR,2
OLLR,OLQDR,1
OLLR,RMER,3
OLLR,RMED,1
OLLR,RMDDR,26
AVAR,SAAVR,6
AVAR,RIGL,1
AVAR,PVCL,20
AVAR,AVER,3
AVAR,SMDVR,1
AVAR,AVBL,3
AVAR,PVCR,20
AVAR,LUAR,16
AVAR,AVDR,6
AVAR,AVEL,2
AVAR,PDEL,3
AVAR,PDER,3
AVAR,DA01,2
AVAR,DA09,3
AVAR,AS05,1
AVAR,LUAL,4
AVAR,AVDL,3
AVAR,AVAL,7
AVAR,VA11,13
AVAR,AVBR,4
AVAR,VA04,6
AVAR,AS02,3
AVAR,VA02,5
AVAR,VA06,9
AVAR,SABVR,2
AVAR,AS01,2
AVAR,DA02,9
AVAR,DB02,2
AVAR,DA03,8
AVAR,AS04,2
AVAR,DA04,9
AVAR,DA05,9
AVAR,DB03,2
AVAR,DA06,4
AVAR,AS06,2
AVAR,DA07,6
AVAR,DB05,2
AVAR,DA08,20
AVAR,AS11,10
AVAR,VA07,7
AVAR,VA08,7
AVAR,VA09,7
AVAR,VA10,4
AVAR,AS07,6
AVAR,AS08,10
AVAR,AS09,10
AVAR,VA03,6
AVAR,VA05,2
AVAR,hyp,1
AVFL,AIML,1
AVFL,PVQL,1
AVFL,PVQR,1
AVFL,HSNL,2
AVFL,AVHR,1
AVFL,HSNR,3
AVFL,RIFR,1
AVFL,AVHL,4
AVFL,AVFR,12
AVFL,AVJL,2
AVFL,SMBVL,1
AVFL,AVBL,4
AVFL,PVNL,1
AVFL,RIFL,1
AVFL,PDER,1
AVFL,AVG,5
AVFL,DVB,1
AVFL,AVL,5
AVFL,VB01,2
AVFL,VC01,1
AVFL,AVBR,1
AVFL,VB02,2
AVFL,AS10,1
AVFL,vBWML10,1
AVFL,vBWML11,1
AVFL,vBWML13,1
AVFL,vBWMR13,1
AVFL,hyp,1
AVFL,int,1
AVG,PVQR,2
AVG,AVJL,7
AVG,PVCL,1
AVG,PVNR,4
AVG,AVER,1
AVG,AVBL,5
AVG,PVCR,2
AVG,PVNL,2
AVG,AVDR,3
AVG,AVJR,3
AVG,AVEL,2
AVG,PHAL,3
AVG,DVC,2
AVG,AVAR,3
AVG,AVFL,3
AVG,AVG,2
AVG,PVT,2
AVG,VC01,2
AVG,AVDL,1
AVG,AVAL,3
AVG,AVBR,3
AVG,VA06,1
AVG,DA08,1
AVG,vBWML10,1
AVG,vBWML11,2
AVG,vBWML16,2
AVG,vBWMR16,2
AVG,hyp,2
PHBL,PVCL,71
PHBL,PVNL,1
PHBL,AVDR,1
PHBL,AVAR,33
PHBL,AVG,1
PHBL,PHBR,4
